name,company,year,selling_price,km_driven,fuel,transmission,owner
Toyota Innova Crysta 2.4,Toyota,2017,1450000,81000,Diesel,Manual,First Owner
Chevrolet Cruze LTZ,Chevrolet,2011,360000,100000,Diesel,Manual,First Owner
Tata Hexa XTA,Tata,2017,1445000,60000,Diesel,Automatic,First Owner
Honda City i DTec,Honda,2016,670000,60000,Diesel,Manual,First Owner
Mercedes-Benz GLA Class 200,Mercedes-Benz,2016,2000000,70000,Petrol,Automatic,First Owner
Maruti Swift 1.3 VXi,Maruti,2010,175000,83000,Petrol,Manual,Second Owner
Honda Amaze S i-Dtech,Honda,2015,440000,50000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2012,254999,90000,Diesel,Manual,First Owner
Datsun GO Plus A,Datsun,2018,530000,65000,Petrol,Manual,First Owner
Mahindra XUV500 W4 1.99,Mahindra,2016,890000,40000,Diesel,Manual,Second Owner
Volkswagen Polo Diesel Comfortline,Volkswagen,2013,280000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire AMT,Maruti,2017,725000,35000,Petrol,Automatic,First Owner
Mahindra TUV 300 T8,Mahindra,2016,700000,30000,Diesel,Manual,First Owner
Maruti Zen Estilo LXI,Maruti,2007,90000,70000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.1L,Hyundai,2015,287000,100000,Petrol,Manual,Second Owner
Hyundai Creta 1.6 SX,Hyundai,2018,1380000,55000,Petrol,Automatic,First Owner
Toyota Innova 2.5 G,Toyota,2013,750000,80000,Diesel,Manual,Second Owner
Hyundai Verna 1.4 VTVT,Hyundai,2016,650000,40000,Petrol,Manual,First Owner
Maruti Wagon R LXI,Maruti,2013,240000,108916,Petrol,Manual,Second Owner
Hyundai EON Magna Optional,Hyundai,2013,290000,40000,Petrol,Manual,Second Owner
Hyundai EON Era Plus,Hyundai,2014,229999,80000,Petrol,Manual,First Owner
Honda City i DTec,Honda,2016,1000000,50000,Diesel,Manual,Second Owner
Hyundai Santro Xing GL,Hyundai,2012,200000,90000,Petrol,Manual,Second Owner
Maruti Alto LX,Maruti,2004,90000,70000,Petrol,Manual,Fourth & Above Owner
Hyundai i20 1.4 CRDi,Hyundai,2012,330000,90000,Diesel,Manual,First Owner
Maruti Ritz VDi ABS,Maruti,2009,200000,70000,Diesel,Manual,First Owner
Mahindra KUV 100 D75,Mahindra,2018,420000,31000,Diesel,Manual,First Owner
Maruti Swift Dzire VDi,Maruti,2009,260000,120000,Diesel,Manual,Second Owner
Hyundai i20 Sportz 1.2,Hyundai,2016,590000,40000,Petrol,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2015,545000,180000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2011,210000,90000,Petrol,Manual,Second Owner
Honda City 2017-2020 GXi,Honda,2008,185000,110000,Petrol,Manual,Second Owner
Maruti Wagon R LXI,Maruti,2006,125000,59000,Petrol,Manual,Second Owner
Hyundai EON Magna Plus,Hyundai,2014,280000,60000,Petrol,Manual,Second Owner
Hyundai Santro Xing XO,Hyundai,2005,99000,89500,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2005,98000,70000,Petrol,Manual,Second Owner
Tata Indica Vista Aqua,Tata,2009,100000,190000,Diesel,Manual,First Owner
Mahindra Verito Vibe 1.5,Mahindra,2013,250000,180000,Diesel,Manual,First Owner
Toyota Fortuner 3.0 Diesel,Toyota,2010,750000,150000,Diesel,Manual,Second Owner
Chevrolet Optra Magnum 2.0,Chevrolet,2007,160000,130000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 CRDi,Hyundai,2013,509999,120000,Diesel,Automatic,Second Owner
Tata Indica V2 DL,Tata,2009,95000,80000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX,Hyundai,2014,525000,80000,Diesel,Manual,Second Owner
Datsun RediGO 1.0 T,Datsun,2017,278000,20000,Petrol,Manual,First Owner
Maruti 800 AC,Maruti,1997,50000,60000,Petrol,Manual,Second Owner
Volkswagen Polo Diesel Highline,Volkswagen,2011,254999,120000,Diesel,Manual,Third Owner
Maruti Swift Dzire VXI,Maruti,2019,675000,10000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2016,600000,147000,Diesel,Manual,Second Owner
Maruti S-Cross 2017-2020 Zeta,Maruti,2018,950000,51000,Diesel,Manual,First Owner
Honda City 2017-2020 GXi,Honda,2007,229999,60000,Petrol,Manual,Third Owner
Toyota Innova 2.5 G4,Toyota,2009,600000,220000,Diesel,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2017,330000,20000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2017,350000,40000,Petrol,Manual,First Owner
Volkswagen Polo 1.2 MPI,Volkswagen,2016,560000,35000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2017,440000,30000,Petrol,Manual,First Owner
Maruti A-Star Vxi,Maruti,2011,220000,90000,Petrol,Manual,Second Owner
Maruti Swift Dzire ZDI,Maruti,2017,750000,110000,Diesel,Manual,Second Owner
Mahindra XUV500 W6 2WD,Mahindra,2015,800000,140000,Diesel,Manual,First Owner
Tata Indica V2 DLX,Tata,2007,59259,104000,Diesel,Manual,Second Owner
Maruti Baleno Zeta Automatic,Maruti,2018,740000,9000,Petrol,Automatic,First Owner
Maruti Ignis 1.2 AMT,Maruti,2019,570000,19000,Petrol,Automatic,Second Owner
Maruti Wagon R AMT,Maruti,2017,430000,20000,Petrol,Automatic,First Owner
Maruti Vitara Brezza ZDi,Maruti,2016,800000,70000,Diesel,Manual,First Owner
Hyundai Grand i10 CRDi,Hyundai,2015,450000,53000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2013,420000,105000,Diesel,Manual,Second Owner
Mahindra Thar DI 4X4,Mahindra,2015,750000,16000,Diesel,Manual,First Owner
Maruti Baleno RS 1.0,Maruti,2019,780000,7200,Petrol,Manual,First Owner
Volkswagen Polo Diesel Comfortline,Volkswagen,2011,320000,77000,Diesel,Manual,Second Owner
Mahindra KUV 100 D75,Mahindra,2017,690000,40000,Diesel,Manual,First Owner
Maruti Swift Dzire ZDi,Maruti,2012,375000,70000,Diesel,Manual,Second Owner
Ford Figo 1.2P Sports,Ford,2017,620000,50000,Petrol,Manual,First Owner
Hyundai Santro Xing GL,Hyundai,2015,300000,85000,LPG,Manual,First Owner
Maruti Eeco 7 Seater,Maruti,2016,370000,58000,Petrol,Manual,Second Owner
Mahindra Thar 4X4,Mahindra,2013,770000,85000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 Kappa,Hyundai,2014,500000,65000,Petrol,Manual,First Owner
Mahindra KUV 100 mFALCON,Mahindra,2017,450000,120000,Diesel,Manual,First Owner
Hyundai Santro Xing GL,Hyundai,2013,195000,50000,Petrol,Manual,Second Owner
Maruti Wagon R AMT,Maruti,2018,472000,30000,Petrol,Automatic,First Owner
Maruti Alto K10 VXI,Maruti,2014,250000,58000,Petrol,Manual,Second Owner
Chevrolet Beat Diesel,Chevrolet,2011,165000,70000,Diesel,Manual,Second Owner
Tata Zest Quadrajet 1.3,Tata,2018,525000,110000,Diesel,Manual,Second Owner
Maruti Wagon R LXI,Maruti,2003,145000,65000,Petrol,Manual,Third Owner
Tata Indica Vista Quadrajet,Tata,2013,325000,100000,Diesel,Manual,First Owner
Mahindra Bolero Power Plus,Mahindra,2017,660000,60000,Diesel,Manual,Second Owner
Ford Classic 1.4 Duratorq,Ford,2014,310000,90000,Diesel,Manual,Second Owner
Mahindra Bolero SLX 4WD,Mahindra,2008,250000,200000,Diesel,Manual,First Owner
Ford Classic 1.4 Duratorq,Ford,2014,330000,100000,Diesel,Manual,Second Owner
Ford Figo Diesel Titanium,Ford,2012,250000,80000,Diesel,Manual,Second Owner
Mahindra NuvoSport N8 AMT,Mahindra,2017,650000,60000,Diesel,Automatic,First Owner
Maruti Alto K10 VXI,Maruti,2016,305000,40000,Petrol,Manual,First Owner
Maruti Ciaz VDi Plus,Maruti,2015,600000,50000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2015,280000,110000,Petrol,Manual,First Owner
Tata Indigo CR4,Tata,2011,153000,50000,Diesel,Manual,Second Owner
Mahindra TUV 300 mHAWK100,Mahindra,2018,700000,30000,Diesel,Manual,First Owner
Renault KWID RXL,Renault,2017,325000,40000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2016,305000,40000,Petrol,Manual,First Owner
Maruti 800 AC,Maruti,2006,155000,70000,Petrol,Manual,Second Owner
Maruti Alto K10 2010-2014,Maruti,2012,235000,80000,Petrol,Manual,Third Owner
Tata Indica DLS,Tata,2005,60000,100000,Diesel,Manual,Fourth & Above Owner
Maruti Swift VXI Optional,Maruti,2016,500000,15000,Petrol,Manual,First Owner
Mahindra Bolero DI,Mahindra,2004,120000,150000,Diesel,Manual,Second Owner
Maruti Estilo LXI,Maruti,2009,155000,63000,Petrol,Manual,Third Owner
Skoda Rapid 1.5 TDI,Skoda,2016,675000,88000,Diesel,Automatic,First Owner
Toyota Innova 2.5 Z,Toyota,2014,950000,80000,Diesel,Manual,First Owner
Mahindra XUV500 W5 BSIV,Mahindra,2018,1051000,59865,Diesel,Manual,First Owner
Volkswagen Polo 2015-2019 GT,Volkswagen,2016,591000,60000,Diesel,Manual,First Owner
Hyundai i20 Asta 1.4,Hyundai,2015,585000,72000,Diesel,Manual,First Owner
Honda City i-VTEC CVT,Honda,2017,1025000,68140,Petrol,Automatic,First Owner
Maruti Swift VDI,Maruti,2014,450000,53190,Diesel,Manual,First Owner
Hyundai i20 2015-2017 Sportz,Hyundai,2014,484999,70100,Diesel,Manual,First Owner
Honda Jazz 1.5 S,Honda,2018,650000,47725,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,434999,70195,Diesel,Manual,Second Owner
Ford Figo Diesel EXI,Ford,2011,195000,77395,Diesel,Manual,Second Owner
Mahindra Marazzo M2 8Str,Mahindra,2019,1000000,17000,Diesel,Manual,First Owner
Hyundai Elantra CRDi SX,Hyundai,2013,650000,64000,Diesel,Automatic,First Owner
Chevrolet Beat Diesel LS,Chevrolet,2014,190000,74321,Diesel,Manual,First Owner
Maruti Swift Dzire ZDI,Maruti,2013,409999,80235,Diesel,Manual,Second Owner
Hyundai Creta 1.6 CRDi,Hyundai,2016,1050000,77150,Diesel,Automatic,First Owner
Volkswagen Vento 1.5 TDI,Volkswagen,2015,651000,69000,Diesel,Automatic,First Owner
Maruti SX4 S Cross,Maruti,2015,650000,57000,Diesel,Manual,First Owner
Skoda Rapid 1.5 TDI,Skoda,2017,750000,89000,Diesel,Manual,First Owner
Volkswagen Passat Highline DSG,Volkswagen,2012,799000,61100,Diesel,Automatic,First Owner
Skoda Octavia Ambiente 1.9,Skoda,2010,355000,116000,Diesel,Manual,First Owner
Hyundai Verna 1.6 CRDi,Hyundai,2015,600000,80000,Diesel,Manual,First Owner
Maruti Swift VDI,Maruti,2018,685000,26000,Diesel,Manual,First Owner
Maruti Swift LDI,Maruti,2018,509999,100000,Diesel,Manual,First Owner
Maruti Alto Green LXi,Maruti,2012,150000,82300,CNG,Manual,Second Owner
Maruti Swift Dzire Vdi,Maruti,2017,650000,82050,Diesel,Manual,First Owner
Toyota Etios VD,Toyota,2012,400000,74500,Diesel,Manual,First Owner
Mahindra XUV500 W8 4WD,Mahindra,2012,675000,120000,Diesel,Manual,Second Owner
Renault KWID AMT,Renault,2018,319000,30000,Petrol,Automatic,First Owner
Honda Amaze S Petrol,Honda,2019,640000,6000,Petrol,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2017,650000,30000,Petrol,Manual,First Owner
Maruti Ertiga VDI,Maruti,2015,650000,70000,Diesel,Manual,First Owner
Maruti Alto Green LXi,Maruti,2010,155000,70000,CNG,Manual,Second Owner
Maruti Ertiga VDI,Maruti,2015,650000,70000,Diesel,Manual,First Owner
Maruti Swift Ldi BSIII,Maruti,2008,175000,120000,Diesel,Manual,First Owner
Hyundai Grand i10 CRDi,Hyundai,2014,375000,76000,Diesel,Manual,Third Owner
Hyundai Grand i10 CRDi,Hyundai,2014,430000,80000,Diesel,Manual,Second Owner
Tata Indica V2 DLS,Tata,2008,65000,110000,Diesel,Manual,Second Owner
Hyundai Accent GLS,Hyundai,2009,150000,70000,Petrol,Manual,Third Owner
Hyundai i20 Active S,Hyundai,2019,620000,13000,Petrol,Manual,First Owner
Ford Classic 1.6 Duratec,Ford,2013,250000,60000,Petrol,Manual,Second Owner
Maruti Ritz VDi,Maruti,2011,275000,165000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3,Chevrolet,2013,454000,120000,Diesel,Manual,Second Owner
Mahindra TUV 300 T4,Mahindra,2017,600000,30000,Diesel,Manual,Second Owner
Volkswagen Vento Diesel Comfortline,Volkswagen,2011,400000,100000,Diesel,Manual,Second Owner
Mahindra Logan 1.5,Mahindra,2007,180000,187000,Diesel,Manual,Second Owner
Maruti Vitara Brezza VDi,Maruti,2016,750000,70000,Diesel,Manual,First Owner
Maruti Swift VXI Optional,Maruti,2016,500000,40000,Petrol,Manual,First Owner
Audi Q3 2.0 TDI,Audi,2017,2825000,22000,Diesel,Automatic,First Owner
Honda Civic ZX Diesel,Honda,2020,2125000,5500,Diesel,Manual,First Owner
BMW X1 sDrive20d M,BMW,2018,3350000,18000,Diesel,Automatic,First Owner
Honda Jazz VX CVT,Honda,2019,840000,1500,Petrol,Automatic,First Owner
Honda Mobilio RS Option,Honda,2015,1000000,46000,Diesel,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2017,740000,24400,Diesel,Manual,First Owner
Volkswagen Vento 1.5 TDI,Volkswagen,2018,1290000,29899,Diesel,Automatic,First Owner
Toyota Innova Crysta 2.8,Toyota,2018,1800000,20000,Diesel,Automatic,First Owner
Hyundai Grand i10 Nios,Hyundai,2020,775000,2000,Petrol,Manual,First Owner
Renault Lodgy 85PS RxL,Renault,2017,695000,34000,Diesel,Manual,First Owner
Hyundai Elite i20 Asta,Hyundai,2018,730000,31000,Petrol,Automatic,First Owner
Chevrolet Trailblazer LTZ 4X2,Chevrolet,2016,1295000,46000,Diesel,Automatic,Second Owner
Isuzu MU 7 AT,Isuzu,2016,1160000,121000,Diesel,Automatic,First Owner
Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,2017,3300000,60000,Diesel,Automatic,First Owner
Hyundai Santro Asta BSIV,Hyundai,2018,540000,7000,Petrol,Manual,First Owner
Maruti Celerio ZXI Optional,Maruti,2016,434999,10000,Petrol,Automatic,First Owner
Mercedes-Benz GL-Class 220d 4MATIC,Mercedes-Benz,2018,4600000,6000,Diesel,Automatic,First Owner
Force Gurkha Hard Top,Force,2018,910000,20000,Diesel,Manual,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2015,850000,59235,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5800000,21000,Diesel,Automatic,First Owner
Honda Amaze S i-Dtech,Honda,2014,520000,48000,Diesel,Manual,First Owner
Mahindra Xylo D4,Mahindra,2018,650000,114000,Diesel,Manual,First Owner
Maruti Swift Dzire LDi,Maruti,2011,430000,120000,Diesel,Manual,Second Owner
Hyundai i20 Magna Optional,Hyundai,2013,360000,144000,Diesel,Manual,First Owner
Hyundai i20 Magna Optional,Hyundai,2013,350000,144000,Diesel,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2016,791000,190000,Diesel,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2015,950000,190000,Diesel,Manual,Second Owner
Maruti Swift VDI,Maruti,2019,690000,20000,Diesel,Manual,First Owner
Hyundai Verna CRDi 1.6,Hyundai,2017,860000,40000,Diesel,Manual,Second Owner
Maruti Swift Dzire Vdi,Maruti,2012,371000,100000,Diesel,Manual,First Owner
Tata Indica V2 DLX,Tata,2008,45000,60000,Diesel,Manual,Second Owner
Ford Fiesta 1.4 ZXi,Ford,2006,55000,201000,Diesel,Manual,First Owner
Volkswagen Vento Diesel Highline,Volkswagen,2011,240000,110000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2014,495000,77215,Diesel,Manual,Second Owner
Maruti Swift 1.3 LXI,Maruti,2005,170000,50000,Petrol,Manual,First Owner
Honda Jazz 1.2 S,Honda,2015,671000,48228,Petrol,Manual,First Owner
Maruti Swift VDI Optional,Maruti,2017,693000,58559,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2010,352000,72179,Diesel,Manual,First Owner
Honda City i DTec,Honda,2016,802999,50856,Diesel,Manual,First Owner
Honda City i VTEC,Honda,2017,890000,18300,Petrol,Manual,First Owner
Maruti Swift LDI,Maruti,2015,495000,59292,Diesel,Manual,First Owner
Maruti Celerio ZXI Optional,Maruti,2018,545000,10000,Petrol,Automatic,First Owner
Maruti Baleno Zeta Automatic,Maruti,2018,775000,21147,Petrol,Automatic,First Owner
Honda City i-DTEC ZX,Honda,2017,925000,69000,Diesel,Manual,First Owner
Mahindra Marazzo M8,Mahindra,2019,1450000,10000,Diesel,Manual,First Owner
Maruti Swift AMT VDI,Maruti,2018,790000,16000,Diesel,Automatic,First Owner
Toyota Innova Crysta 2.4,Toyota,2017,1789999,36000,Diesel,Manual,First Owner
Maruti Baleno Delta,Maruti,2017,620000,37000,Petrol,Manual,First Owner
Maruti Celerio VDi,Maruti,2016,375000,61173,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2016,595000,77321,Diesel,Manual,First Owner
Audi A4 35 TDI,Audi,2016,2450000,30000,Diesel,Automatic,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2014,850000,75000,Diesel,Manual,First Owner
Maruti Baleno Alpha CVT,Maruti,2017,750000,51000,Petrol,Automatic,First Owner
Maruti Baleno Alpha,Maruti,2018,775000,17000,Petrol,Manual,First Owner
Maruti Swift Vdi BSIII,Maruti,2008,260000,100000,Diesel,Manual,Second Owner
Audi A6 2.0 TDI,Audi,2013,2000000,35000,Diesel,Automatic,Second Owner
Hyundai EON Sportz,Hyundai,2017,300000,10000,Petrol,Manual,First Owner
Mahindra XUV500 AT W10,Mahindra,2016,1300000,91567,Diesel,Automatic,Third Owner
Maruti Celerio VXI,Maruti,2017,380000,50000,Petrol,Manual,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,480000,60000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2016,240000,35000,Petrol,Manual,Second Owner
Hyundai Verna 1.4 VTVT,Hyundai,2014,500000,33400,Petrol,Manual,First Owner
Maruti Swift LXI Optional-O,Maruti,2015,420000,36000,Petrol,Manual,First Owner
Ford Figo Diesel ZXI,Ford,2011,130000,180000,Diesel,Manual,Second Owner
Maruti Alto K10 2010-2014,Maruti,2012,110000,80000,Petrol,Manual,First Owner
Maruti Alto LX BSIII,Maruti,2007,120000,120000,Petrol,Manual,Second Owner
Maruti Swift Dzire AMT,Maruti,2017,700000,80000,Diesel,Automatic,First Owner
Maruti Swift Dzire LDI,Maruti,2018,550000,120000,Diesel,Manual,First Owner
Tata Indigo CS LX,Tata,2014,190000,110000,Diesel,Manual,Second Owner
Toyota Etios Liva 1.4,Toyota,2018,665000,70000,Diesel,Manual,First Owner
Mahindra Xylo D4,Mahindra,2014,445000,120000,Diesel,Manual,Second Owner
Hyundai i20 Magna 1.4,Hyundai,2012,340000,92686,Diesel,Manual,Second Owner
Hyundai Sonata 2.0L CRDi,Hyundai,2009,330000,180000,Diesel,Manual,First Owner
Tata Manza Club Class,Tata,2012,270000,80000,Diesel,Manual,First Owner
Mahindra XUV500 AT W8,Mahindra,2015,1044999,70000,Diesel,Automatic,First Owner
Maruti Swift Ldi BSIV,Maruti,2009,279000,117000,Diesel,Manual,First Owner
Ford Aspire Trend Plus,Ford,2018,620000,15000,Petrol,Manual,First Owner
Skoda Octavia L and,Skoda,2007,250000,100000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX,Hyundai,2012,475000,83000,Petrol,Automatic,First Owner
Chevrolet Cruze LTZ AT,Chevrolet,2016,750000,67600,Diesel,Automatic,First Owner
Mitsubishi Pajero Sport Anniversary,Mitsubishi,2015,1250000,160000,Diesel,Manual,Second Owner
Hyundai EON Era Plus,Hyundai,2014,250000,80000,Petrol,Manual,Second Owner
Honda Amaze VX i-DTEC,Honda,2013,445000,100000,Diesel,Manual,First Owner
Volkswagen Jetta 2.0 TDI,Volkswagen,2010,400000,100000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2010,350000,90000,Diesel,Manual,Second Owner
Skoda Rapid Ultima 1.6,Skoda,2012,295000,140000,Diesel,Manual,First Owner
Maruti Swift Dzire VXI,Maruti,2018,600000,25000,Petrol,Manual,First Owner
Toyota Innova Crysta 2.4,Toyota,2018,1650000,20000,Diesel,Manual,First Owner
Maruti 800 AC,Maruti,2012,100000,30000,Petrol,Manual,First Owner
Ford Aspire Trend Plus,Ford,2018,690000,13000,Petrol,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2018,710000,42000,Petrol,Manual,First Owner
Hyundai EON 1.0 Kappa,Hyundai,2018,350000,10000,Petrol,Manual,Second Owner
Maruti Alto K10 2010-2014,Maruti,2012,220000,13000,Petrol,Manual,First Owner
Renault Triber RXZ BSIV,Renault,2019,700000,6500,Petrol,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2013,198000,49500,Petrol,Manual,Second Owner
Hyundai i20 1.4 CRDi,Hyundai,2011,350000,50000,Diesel,Manual,First Owner
Tata Indigo CR4,Tata,2011,210000,175000,Diesel,Manual,Second Owner
Tata Indigo eCS LX,Tata,2011,210000,175000,Diesel,Manual,Second Owner
Hyundai Accent Gvs,Hyundai,2003,70000,120000,Petrol,Manual,Third Owner
Maruti Ritz ZDi,Maruti,2014,375000,110000,Diesel,Manual,Third Owner
Maruti Swift Dzire VXi,Maruti,2012,380000,112048,Petrol,Manual,Second Owner
Honda City 1.5 S,Honda,2010,360000,98000,Petrol,Manual,Third Owner
Mahindra XUV500 W6 2WD,Mahindra,2015,944999,41000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3,Chevrolet,2016,620000,120000,Diesel,Manual,First Owner
Toyota Platinum Etios 1.4,Toyota,2018,780000,116000,Diesel,Manual,First Owner
Maruti Swift LXI,Maruti,2020,445000,1000,Petrol,Manual,First Owner
Hyundai Xcent 1.2 VTVT,Hyundai,2018,575000,15000,Petrol,Automatic,First Owner
Maruti S-Cross 2017-2020 Delta,Maruti,2018,975000,5000,Diesel,Manual,First Owner
Tata Tiago 2019-2020 XZ,Tata,2019,450000,3500,Petrol,Manual,First Owner
Maruti Swift 1.3 VXi,Maruti,2009,198000,91000,Petrol,Manual,Second Owner
Ford Figo 1.5D Trend,Ford,2017,495000,56000,Diesel,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2013,830000,215000,Diesel,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2012,800000,40000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2010,300000,70000,Diesel,Manual,Third Owner
Maruti Ritz VDi,Maruti,2013,300000,120000,Diesel,Manual,Second Owner
Mahindra Scorpio 2.6 SLX,Mahindra,2003,200000,120000,Diesel,Manual,Second Owner
Honda Brio 1.2 S,Honda,2017,480000,30400,Petrol,Manual,First Owner
Honda BR-V i-DTEC VX,Honda,2017,950000,24000,Diesel,Manual,First Owner
Honda BR-V i-VTEC VX,Honda,2017,840000,30646,Petrol,Manual,First Owner
Hyundai Verna 1.6 CRDi,Hyundai,2017,800000,15000,Diesel,Manual,First Owner
Volkswagen Vento 1.5 TDI,Volkswagen,2017,750000,50000,Diesel,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2017,254999,34000,Petrol,Manual,First Owner
Maruti Ertiga SHVS ZDI,Maruti,2016,725000,54000,Diesel,Manual,Second Owner
Mercedes-Benz B Class B200,Mercedes-Benz,2016,1859000,40000,Diesel,Automatic,Second Owner
Chevrolet Beat LT,Chevrolet,2012,145000,120000,Petrol,Manual,First Owner
Tata Nexon 1.2 Revotron,Tata,2018,750000,15000,Petrol,Manual,First Owner
Volkswagen Ameo 1.5 TDI,Volkswagen,2017,655000,50000,Diesel,Automatic,First Owner
Ford Figo Diesel ZXI,Ford,2011,210000,84000,Diesel,Manual,Second Owner
Honda City 1.5 E,Honda,2011,450000,50000,Petrol,Manual,First Owner
Hyundai Santro Sportz AMT,Hyundai,2019,466000,25000,Petrol,Automatic,Fourth & Above Owner
Ford Figo Aspire Facelift,Ford,2018,624000,14681,Diesel,Manual,First Owner
Ford Figo 1.5D Titanium,Ford,2015,580000,52000,Diesel,Manual,First Owner
Hyundai Santro Sportz BSIV,Hyundai,2019,430000,18500,Petrol,Manual,First Owner
Tata Indigo CS eLX,Tata,2012,155000,50000,Diesel,Manual,First Owner
Datsun RediGO 1.0 S,Datsun,2017,240000,35000,Petrol,Manual,First Owner
Toyota Etios G,Toyota,2016,540000,15500,Petrol,Manual,First Owner
Tata Indigo CS LX,Tata,2013,250000,120000,Diesel,Manual,First Owner
